"id","sp","rep","site","ind","treatcode","warm","photo","chill","gen","Term.fl","Lat.fl","Term.lf","Lat.lf","Comments","Observer","day","day.chill","dayuse","tleaf","lleaf","lday","fday","bday","nl","jolyname","newsite","idnumber","jolyid"
"POPGRA03_HF_08","POPGRA","3","HF","POPGRA03_HF","WL1","20","12","chill1","POP",18,18,"1","1","","TS",36,3,3,1,1,31,3,24,1,"Populus_grandidentata","MA","03","Populus_grandidentata_MA_03"
"POPGRA03_HF_09","POPGRA","3","HF","POPGRA03_HF","WS2","20","08","chill2","POP",NA,NA,"0","0","","TS",36,3,3,0,0,41,NA,24,1,"Populus_grandidentata","MA","03","Populus_grandidentata_MA_03"
"POPGRA03_HF_10","POPGRA","3","HF","POPGRA03_HF","CS1","15","08","chill1","POP",NA,NA,"1","1","","TS",36,3,3,1,1,44,NA,23,1,"Populus_grandidentata","MA","03","Populus_grandidentata_MA_03"
"POPGRA03_HF_11","POPGRA","3","HF","POPGRA03_HF","CL1","15","12","chill1","POP",19,19,"1","1","","TS",36,3,3,1,1,51,3,30,1,"Populus_grandidentata","MA","03","Populus_grandidentata_MA_03"
"POPGRA04_SH_01","POPGRA","4","SH","POPGRA04_SH","CS2","15","08","chill2","POP",NA,NA,"0","0","","TS",36,3,3,0,0,52,NA,30,1,"Populus_grandidentata","QC","04","Populus_grandidentata_QC_04"
"POPGRA04_SH_02","POPGRA","4","SH","POPGRA04_SH","CS0","15","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,82,NA,68,1,"Populus_grandidentata","QC","04","Populus_grandidentata_QC_04"
"POPGRA04_SH_03","POPGRA","4","SH","POPGRA04_SH","WL1","20","12","chill1","POP",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,NA,0,"Populus_grandidentata","QC","04","Populus_grandidentata_QC_04"
"POPGRA04_SH_04","POPGRA","4","SH","POPGRA04_SH","WS0","20","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,68,1,"Populus_grandidentata","QC","04","Populus_grandidentata_QC_04"
"POPGRA04_SH_05","POPGRA","4","SH","POPGRA04_SH","CS1","15","08","chill1","POP",NA,NA,"1","1","","TS",36,3,3,1,1,NA,NA,NA,0,"Populus_grandidentata","QC","04","Populus_grandidentata_QC_04"
"POPGRA04_SH_06","POPGRA","4","SH","POPGRA04_SH","CL2","15","12","chill2","POP",NA,NA,"0","0","","EB",36,3,3,0,0,NA,NA,37,0,"Populus_grandidentata","QC","04","Populus_grandidentata_QC_04"
"POPGRA04_SH_07","POPGRA","4","SH","POPGRA04_SH","WL2","20","12","chill2","POP",NA,NA,"0","0","","EB",36,3,3,0,0,NA,NA,NA,0,"Populus_grandidentata","QC","04","Populus_grandidentata_QC_04"
"POPGRA04_SH_08","POPGRA","4","SH","POPGRA04_SH","CL1","15","12","chill1","POP",NA,NA,"1","1","","TS",36,3,3,1,1,51,NA,30,1,"Populus_grandidentata","QC","04","Populus_grandidentata_QC_04"
"POPGRA04_SH_10","POPGRA","4","SH","POPGRA04_SH","WL0","20","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,42,NA,33,1,"Populus_grandidentata","QC","04","Populus_grandidentata_QC_04"
"POPGRA04_SH_11","POPGRA","4","SH","POPGRA04_SH","CL0","15","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,54,1,"Populus_grandidentata","QC","04","Populus_grandidentata_QC_04"
"POPGRA04_SH_12","POPGRA","4","SH","POPGRA04_SH","WS2","20","08","chill2","POP",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,NA,0,"Populus_grandidentata","QC","04","Populus_grandidentata_QC_04"
"POPGRA05_HF_01","POPGRA","5","HF","POPGRA05_HF","WS2","20","08","chill2","POP",NA,NA,"1","1","","TS",36,3,3,1,1,50,13,41,1,"Populus_grandidentata","MA","05","Populus_grandidentata_MA_05"
"POPGRA05_HF_02","POPGRA","5","HF","POPGRA05_HF","WL0","20","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,47,13,39,1,"Populus_grandidentata","MA","05","Populus_grandidentata_MA_05"
"POPGRA05_HF_03","POPGRA","5","HF","POPGRA05_HF","CS0","15","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,82,21,68,1,"Populus_grandidentata","MA","05","Populus_grandidentata_MA_05"
"POPGRA05_HF_04","POPGRA","5","HF","POPGRA05_HF","WL2","20","12","chill2","POP",NA,NA,"1","1","","EB",36,3,3,1,1,36,NA,27,1,"Populus_grandidentata","MA","05","Populus_grandidentata_MA_05"
"POPGRA05_HF_05","POPGRA","5","HF","POPGRA05_HF","CL1","15","12","chill1","POP",18,18,"1","1","","TS",36,3,3,1,1,57,3,43,1,"Populus_grandidentata","MA","05","Populus_grandidentata_MA_05"
"POPGRA05_HF_06","POPGRA","5","HF","POPGRA05_HF","CS1","15","08","chill1","POP",NA,NA,"1","1","","TS",36,3,3,1,1,NA,NA,44,0,"Populus_grandidentata","MA","05","Populus_grandidentata_MA_05"
"POPGRA05_HF_07","POPGRA","5","HF","POPGRA05_HF","CL2","15","12","chill2","POP",NA,18,"1","1","","EB",36,3,3,1,1,NA,NA,43,0,"Populus_grandidentata","MA","05","Populus_grandidentata_MA_05"
"POPGRA05_HF_08","POPGRA","5","HF","POPGRA05_HF","CL0","15","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,82,NA,68,1,"Populus_grandidentata","MA","05","Populus_grandidentata_MA_05"
"POPGRA05_HF_10","POPGRA","5","HF","POPGRA05_HF","WL1","20","12","chill1","POP",NA,18,"1","1","","TS",36,3,3,1,1,38,NA,24,1,"Populus_grandidentata","MA","05","Populus_grandidentata_MA_05"
"POPGRA05_HF_11","POPGRA","5","HF","POPGRA05_HF","CS2","15","08","chill2","POP",18,18,"1","1","","TS",36,3,3,1,1,NA,3,52,0,"Populus_grandidentata","MA","05","Populus_grandidentata_MA_05"
"POPGRA05_HF_12","POPGRA","5","HF","POPGRA05_HF","WS0","20","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,56,18,40,1,"Populus_grandidentata","MA","05","Populus_grandidentata_MA_05"
"POPGRA05_SH_01","POPGRA","5","SH","POPGRA05_SH","WL2","20","12","chill2","POP",NA,NA,"-","-","missing","EB",36,3,3,NA,NA,NA,NA,NA,0,"Populus_grandidentata","QC","05","Populus_grandidentata_QC_05"
"POPGRA05_SH_02","POPGRA","5","SH","POPGRA05_SH","CS1","15","08","chill1","POP",NA,NA,"1","1","","TS",36,3,3,1,1,44,NA,23,1,"Populus_grandidentata","QC","05","Populus_grandidentata_QC_05"
"POPGRA05_SH_03","POPGRA","5","SH","POPGRA05_SH","WL0","20","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,39,NA,33,1,"Populus_grandidentata","QC","05","Populus_grandidentata_QC_05"
"POPGRA05_SH_04","POPGRA","5","SH","POPGRA05_SH","CL0","15","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,48,1,"Populus_grandidentata","QC","05","Populus_grandidentata_QC_05"
"POPGRA05_SH_05","POPGRA","5","SH","POPGRA05_SH","WS2","20","08","chill2","POP",NA,NA,"-","-","missing","TS",36,3,3,NA,NA,NA,NA,NA,0,"Populus_grandidentata","QC","05","Populus_grandidentata_QC_05"
"POPGRA05_SH_07","POPGRA","5","SH","POPGRA05_SH","CS2","15","08","chill2","POP",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,NA,0,"Populus_grandidentata","QC","05","Populus_grandidentata_QC_05"
"POPGRA05_SH_08","POPGRA","5","SH","POPGRA05_SH","WS0","20","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,56,NA,40,1,"Populus_grandidentata","QC","05","Populus_grandidentata_QC_05"
"POPGRA05_SH_09","POPGRA","5","SH","POPGRA05_SH","CL2","15","12","chill2","POP",NA,NA,"-","-","missing","EB",36,3,3,NA,NA,NA,NA,NA,0,"Populus_grandidentata","QC","05","Populus_grandidentata_QC_05"
"POPGRA05_SH_10","POPGRA","5","SH","POPGRA05_SH","WL1","20","12","chill1","POP",NA,NA,"1","1","","TS",36,3,3,1,1,24,NA,13,1,"Populus_grandidentata","QC","05","Populus_grandidentata_QC_05"
"POPGRA05_SH_11","POPGRA","5","SH","POPGRA05_SH","CL1","15","12","chill1","POP",NA,NA,"1","1","","TS",36,3,3,1,1,30,NA,13,1,"Populus_grandidentata","QC","05","Populus_grandidentata_QC_05"
"POPGRA05_SH_12","POPGRA","5","SH","POPGRA05_SH","CS0","15","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,68,0,"Populus_grandidentata","QC","05","Populus_grandidentata_QC_05"
"POPGRA06_HF_01","POPGRA","6","HF","POPGRA06_HF","CL0","15","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,68,34,54,1,"Populus_grandidentata","MA","06","Populus_grandidentata_MA_06"
"POPGRA06_HF_03","POPGRA","6","HF","POPGRA06_HF","CL1","15","12","chill1","POP",NA,NA,"1","1","","TS",36,3,3,1,1,43,NA,30,1,"Populus_grandidentata","MA","06","Populus_grandidentata_MA_06"
"POPGRA06_HF_04","POPGRA","6","HF","POPGRA06_HF","CS2","15","08","chill2","POP",NA,NA,"1","1","","TS",36,3,3,1,1,NA,NA,44,0,"Populus_grandidentata","MA","06","Populus_grandidentata_MA_06"
"POPGRA06_HF_05","POPGRA","6","HF","POPGRA06_HF","CS1","15","08","chill1","POP",NA,NA,"0","0","","TS",36,3,3,0,0,NA,9,NA,0,"Populus_grandidentata","MA","06","Populus_grandidentata_MA_06"
"POPGRA06_HF_06","POPGRA","6","HF","POPGRA06_HF","WS2","20","08","chill2","POP",NA,NA,"0","0","","TS",36,3,3,0,0,41,NA,31,1,"Populus_grandidentata","MA","06","Populus_grandidentata_MA_06"
"POPGRA06_HF_07","POPGRA","6","HF","POPGRA06_HF","WL0","20","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,47,NA,39,1,"Populus_grandidentata","MA","06","Populus_grandidentata_MA_06"
"POPGRA06_HF_08","POPGRA","6","HF","POPGRA06_HF","CS0","15","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,68,1,"Populus_grandidentata","MA","06","Populus_grandidentata_MA_06"
"POPGRA06_HF_09","POPGRA","6","HF","POPGRA06_HF","WS0","20","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,56,NA,34,1,"Populus_grandidentata","MA","06","Populus_grandidentata_MA_06"
"POPGRA06_HF_10","POPGRA","6","HF","POPGRA06_HF","CL2","15","12","chill2","POP",NA,NA,"0","0","","EB",36,3,3,0,0,50,NA,37,1,"Populus_grandidentata","MA","06","Populus_grandidentata_MA_06"
"POPGRA06_HF_11","POPGRA","6","HF","POPGRA06_HF","WL1","20","12","chill1","POP",NA,NA,"1","1","","TS",36,3,3,1,1,31,8,24,1,"Populus_grandidentata","MA","06","Populus_grandidentata_MA_06"
"POPGRA06_HF_12","POPGRA","6","HF","POPGRA06_HF","WL2","20","12","chill2","POP",NA,NA,"1","1","","EB",36,3,3,1,1,36,NA,27,1,"Populus_grandidentata","MA","06","Populus_grandidentata_MA_06"
"POPGRA06_SH_01","POPGRA","6","SH","POPGRA06_SH","WL2","20","12","chill2","POP",NA,NA,"0","0","","EB",36,3,3,0,0,27,NA,14,1,"Populus_grandidentata","QC","06","Populus_grandidentata_QC_06"
"POPGRA06_SH_02","POPGRA","6","SH","POPGRA06_SH","CS1","15","08","chill1","POP",NA,NA,"1","1","","TS",36,3,3,1,1,44,NA,23,1,"Populus_grandidentata","QC","06","Populus_grandidentata_QC_06"
"POPGRA06_SH_03","POPGRA","6","SH","POPGRA06_SH","WL1","20","12","chill1","POP",NA,NA,"1","1","","TS",36,3,3,1,1,24,NA,17,1,"Populus_grandidentata","QC","06","Populus_grandidentata_QC_06"
"POPGRA06_SH_04","POPGRA","6","SH","POPGRA06_SH","CL2","15","12","chill2","POP",NA,NA,"-","-","missing","EB",36,3,3,NA,NA,NA,NA,NA,0,"Populus_grandidentata","QC","06","Populus_grandidentata_QC_06"
"POPGRA06_SH_06","POPGRA","6","SH","POPGRA06_SH","WS2","20","08","chill2","POP",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,NA,0,"Populus_grandidentata","QC","06","Populus_grandidentata_QC_06"
"POPGRA06_SH_07","POPGRA","6","SH","POPGRA06_SH","WS0","20","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,56,NA,40,1,"Populus_grandidentata","QC","06","Populus_grandidentata_QC_06"
"POPGRA06_SH_08","POPGRA","6","SH","POPGRA06_SH","CL0","15","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,74,NA,54,1,"Populus_grandidentata","QC","06","Populus_grandidentata_QC_06"
"POPGRA06_SH_09","POPGRA","6","SH","POPGRA06_SH","CS0","15","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,68,0,"Populus_grandidentata","QC","06","Populus_grandidentata_QC_06"
"POPGRA06_SH_10","POPGRA","6","SH","POPGRA06_SH","CS2","15","08","chill2","POP",NA,NA,"-","-","missing","TS",36,3,3,NA,NA,NA,NA,NA,0,"Populus_grandidentata","QC","06","Populus_grandidentata_QC_06"
"POPGRA06_SH_11","POPGRA","6","SH","POPGRA06_SH","CL1","15","12","chill1","POP",NA,NA,"1","1","","TS",36,3,3,1,1,37,NA,22,1,"Populus_grandidentata","QC","06","Populus_grandidentata_QC_06"
"POPGRA06_SH_12","POPGRA","6","SH","POPGRA06_SH","WL0","20","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,47,NA,39,1,"Populus_grandidentata","QC","06","Populus_grandidentata_QC_06"
"POPGRA07_HF_01","POPGRA","7","HF","POPGRA07_HF","CL1","15","12","chill1","POP",20,20,"1","1","","TS",36,3,3,1,1,43,3,30,1,"Populus_grandidentata","MA","07","Populus_grandidentata_MA_07"
"POPGRA07_HF_02","POPGRA","7","HF","POPGRA07_HF","CS1","15","08","chill1","POP",18,18,"1","1","Male catkins","TS",36,3,3,1,1,52,3,44,1,"Populus_grandidentata","MA","07","Populus_grandidentata_MA_07"
"POPGRA07_HF_03","POPGRA","7","HF","POPGRA07_HF","WS0","20","08","chill0","POP",NA,NA,"0","0","Water level needs to be kept high, 300ml+ due to shape of clipping","",1,-32,1,0,0,56,26,40,1,"Populus_grandidentata","MA","07","Populus_grandidentata_MA_07"
"POPGRA07_HF_04","POPGRA","7","HF","POPGRA07_HF","WL0","20","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,6,13,6,1,"Populus_grandidentata","MA","07","Populus_grandidentata_MA_07"
"POPGRA07_HF_06","POPGRA","7","HF","POPGRA07_HF","CL2","15","12","chill2","POP",NA,18,"1","1","","EB",36,3,3,1,1,50,13,37,1,"Populus_grandidentata","MA","07","Populus_grandidentata_MA_07"
"POPGRA07_HF_07","POPGRA","7","HF","POPGRA07_HF","WL2","20","12","chill2","POP",NA,NA,"1","1","","EB",36,3,3,1,1,NA,NA,NA,0,"Populus_grandidentata","MA","07","Populus_grandidentata_MA_07"
"POPGRA07_HF_08","POPGRA","7","HF","POPGRA07_HF","WL1","20","12","chill1","POP",18,18,"1","1","","TS",36,3,3,1,1,31,3,24,1,"Populus_grandidentata","MA","07","Populus_grandidentata_MA_07"
"POPGRA07_HF_09","POPGRA","7","HF","POPGRA07_HF","CL0","15","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,68,20,68,1,"Populus_grandidentata","MA","07","Populus_grandidentata_MA_07"
"POPGRA07_HF_10","POPGRA","7","HF","POPGRA07_HF","WS2","20","08","chill2","POP",NA,NA,"0","0","","TS",36,3,3,0,0,NA,NA,NA,0,"Populus_grandidentata","MA","07","Populus_grandidentata_MA_07"
"POPGRA07_HF_11","POPGRA","7","HF","POPGRA07_HF","CS0","15","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,68,13,13,1,"Populus_grandidentata","MA","07","Populus_grandidentata_MA_07"
"POPGRA07_HF_12","POPGRA","7","HF","POPGRA07_HF","CS2","15","08","chill2","POP",18,18,"1","1","","TS",36,3,3,1,1,NA,3,30,0,"Populus_grandidentata","MA","07","Populus_grandidentata_MA_07"
"POPGRA08_SH_01","POPGRA","8","SH","POPGRA08_SH","WL1","20","12","chill1","POP",NA,NA,"1","1","","TS",36,3,3,1,1,24,NA,13,1,"Populus_grandidentata","QC","08","Populus_grandidentata_QC_08"
"POPGRA08_SH_03","POPGRA","8","SH","POPGRA08_SH","WS0","20","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,43,NA,34,1,"Populus_grandidentata","QC","08","Populus_grandidentata_QC_08"
"POPGRA08_SH_04","POPGRA","8","SH","POPGRA08_SH","CL1","15","12","chill1","POP",NA,NA,"1","1","","TS",36,3,3,1,1,22,NA,13,1,"Populus_grandidentata","QC","08","Populus_grandidentata_QC_08"
"POPGRA08_SH_05","POPGRA","8","SH","POPGRA08_SH","WS2","20","08","chill2","POP",NA,NA,"-","-","missing","TS",36,3,3,NA,NA,NA,NA,NA,0,"Populus_grandidentata","QC","08","Populus_grandidentata_QC_08"
"POPGRA08_SH_06","POPGRA","8","SH","POPGRA08_SH","CL2","15","12","chill2","POP",NA,NA,"0","0","","EB",36,3,3,0,0,37,NA,23,1,"Populus_grandidentata","QC","08","Populus_grandidentata_QC_08"
"POPGRA08_SH_07","POPGRA","8","SH","POPGRA08_SH","CS1","15","08","chill1","POP",NA,NA,"1","1","","TS",36,3,3,1,1,44,NA,15,1,"Populus_grandidentata","QC","08","Populus_grandidentata_QC_08"
"POPGRA08_SH_08","POPGRA","8","SH","POPGRA08_SH","CS2","15","08","chill2","POP",NA,NA,"1","1","","TS",36,3,3,1,1,44,NA,23,1,"Populus_grandidentata","QC","08","Populus_grandidentata_QC_08"
"POPGRA08_SH_09","POPGRA","8","SH","POPGRA08_SH","CL0","15","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,61,NA,40,1,"Populus_grandidentata","QC","08","Populus_grandidentata_QC_08"
"POPGRA08_SH_10","POPGRA","8","SH","POPGRA08_SH","WL0","20","12","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,42,NA,33,1,"Populus_grandidentata","QC","08","Populus_grandidentata_QC_08"
"POPGRA08_SH_11","POPGRA","8","SH","POPGRA08_SH","CS0","15","08","chill0","POP",NA,NA,"0","0","","",1,-32,1,0,0,75,NA,13,1,"Populus_grandidentata","QC","08","Populus_grandidentata_QC_08"
"POPGRA08_SH_12","POPGRA","8","SH","POPGRA08_SH","WL2","20","12","chill2","POP",NA,NA,"-","-","missing","EB",36,3,3,NA,NA,NA,NA,NA,0,"Populus_grandidentata","QC","08","Populus_grandidentata_QC_08"
"PRUPEN02_SH_01","PRUPEN","2","SH","PRUPEN02_SH","CS0","15","08","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,42,68,13,1,"Prunus_pensylvanica","QC","02","Prunus_pensylvanica_QC_02"
"PRUPEN02_SH_02","PRUPEN","2","SH","PRUPEN02_SH","CL0","15","12","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,32,40,12,1,"Prunus_pensylvanica","QC","02","Prunus_pensylvanica_QC_02"
"PRUPEN02_SH_03","PRUPEN","2","SH","PRUPEN02_SH","WS0","20","08","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,26,NA,12,1,"Prunus_pensylvanica","QC","02","Prunus_pensylvanica_QC_02"
"PRUPEN02_SH_04","PRUPEN","2","SH","PRUPEN02_SH","WL0","20","12","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,18,26,13,1,"Prunus_pensylvanica","QC","02","Prunus_pensylvanica_QC_02"
"PRUPEN03_SH_01","PRUPEN","3","SH","PRUPEN03_SH","CS0","15","08","chill0","PRU",NA,NA,"0","0","Missing","",1,-32,1,0,0,NA,NA,NA,0,"Prunus_pensylvanica","QC","03","Prunus_pensylvanica_QC_03"
"PRUPEN03_SH_02","PRUPEN","3","SH","PRUPEN03_SH","WS0","20","08","chill0","PRU",NA,NA,"0","0","Missing","",1,-32,1,0,0,NA,NA,29,0,"Prunus_pensylvanica","QC","03","Prunus_pensylvanica_QC_03"
"PRUPEN03_SH_03","PRUPEN","3","SH","PRUPEN03_SH","WL0","20","12","chill0","PRU",NA,NA,"0","0","Missing","",1,-32,1,0,0,NA,NA,NA,0,"Prunus_pensylvanica","QC","03","Prunus_pensylvanica_QC_03"
"PRUPEN03_SH_04","PRUPEN","3","SH","PRUPEN03_SH","CL0","15","12","chill0","PRU",NA,NA,"0","0","Missing","",1,-32,1,0,0,NA,NA,NA,0,"Prunus_pensylvanica","QC","03","Prunus_pensylvanica_QC_03"
"PRUPEN04_HF_01","PRUPEN","4","HF","PRUPEN04_HF","CS0","15","08","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,33,NA,21,1,"Prunus_pensylvanica","MA","04","Prunus_pensylvanica_MA_04"
"PRUPEN04_HF_02","PRUPEN","4","HF","PRUPEN04_HF","CL0","15","12","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,48,NA,20,1,"Prunus_pensylvanica","MA","04","Prunus_pensylvanica_MA_04"
"PRUPEN04_HF_03","PRUPEN","4","HF","PRUPEN04_HF","WL0","20","12","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,18,NA,13,1,"Prunus_pensylvanica","MA","04","Prunus_pensylvanica_MA_04"
"PRUPEN04_HF_04","PRUPEN","4","HF","PRUPEN04_HF","WS0","20","08","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,NA,0,"Prunus_pensylvanica","MA","04","Prunus_pensylvanica_MA_04"
"PRUPEN04_SH_01","PRUPEN","4","SH","PRUPEN04_SH","WL0","20","12","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,29,26,13,1,"Prunus_pensylvanica","QC","04","Prunus_pensylvanica_QC_04"
"PRUPEN04_SH_02","PRUPEN","4","SH","PRUPEN04_SH","CL0","15","12","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,NA,0,"Prunus_pensylvanica","QC","04","Prunus_pensylvanica_QC_04"
"PRUPEN04_SH_03","PRUPEN","4","SH","PRUPEN04_SH","WS0","20","08","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,NA,0,"Prunus_pensylvanica","QC","04","Prunus_pensylvanica_QC_04"
"PRUPEN04_SH_04","PRUPEN","4","SH","PRUPEN04_SH","CS0","15","08","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,39,68,21,1,"Prunus_pensylvanica","QC","04","Prunus_pensylvanica_QC_04"
"PRUPEN05_HF_01","PRUPEN","5","HF","PRUPEN05_HF","CL0","15","12","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,20,48,12,1,"Prunus_pensylvanica","MA","05","Prunus_pensylvanica_MA_05"
"PRUPEN05_HF_02","PRUPEN","5","HF","PRUPEN05_HF","CS0","15","08","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,33,47,13,1,"Prunus_pensylvanica","MA","05","Prunus_pensylvanica_MA_05"
"PRUPEN05_HF_03","PRUPEN","5","HF","PRUPEN05_HF","WL0","20","12","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,18,26,13,1,"Prunus_pensylvanica","MA","05","Prunus_pensylvanica_MA_05"
"PRUPEN05_HF_04","PRUPEN","5","HF","PRUPEN05_HF","WS0","20","08","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,18,29,12,1,"Prunus_pensylvanica","MA","05","Prunus_pensylvanica_MA_05"
"PRUPEN06_HF_01","PRUPEN","6","HF","PRUPEN06_HF","CL0","15","12","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,32,NA,12,1,"Prunus_pensylvanica","MA","06","Prunus_pensylvanica_MA_06"
"PRUPEN06_HF_02","PRUPEN","6","HF","PRUPEN06_HF","CS0","15","08","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,39,68,13,1,"Prunus_pensylvanica","MA","06","Prunus_pensylvanica_MA_06"
"PRUPEN06_HF_03","PRUPEN","6","HF","PRUPEN06_HF","WL0","20","12","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,18,26,13,1,"Prunus_pensylvanica","MA","06","Prunus_pensylvanica_MA_06"
"PRUPEN06_HF_04","PRUPEN","6","HF","PRUPEN06_HF","WS0","20","08","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,27,27,18,1,"Prunus_pensylvanica","MA","06","Prunus_pensylvanica_MA_06"
"PRUPEN06_SH_01","PRUPEN","6","SH","PRUPEN06_SH","CL0","15","12","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,32,40,12,1,"Prunus_pensylvanica","QC","06","Prunus_pensylvanica_QC_06"
"PRUPEN06_SH_02","PRUPEN","6","SH","PRUPEN06_SH","CS0","15","08","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,NA,NA,13,0,"Prunus_pensylvanica","QC","06","Prunus_pensylvanica_QC_06"
"PRUPEN06_SH_03","PRUPEN","6","SH","PRUPEN06_SH","WL0","20","12","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,18,26,13,1,"Prunus_pensylvanica","QC","06","Prunus_pensylvanica_QC_06"
"PRUPEN06_SH_04","PRUPEN","6","SH","PRUPEN06_SH","WS0","20","08","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,27,NA,27,1,"Prunus_pensylvanica","QC","06","Prunus_pensylvanica_QC_06"
"PRUPEN07_HF_01","PRUPEN","7","HF","PRUPEN07_HF","WL0","20","12","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,26,NA,13,1,"Prunus_pensylvanica","MA","07","Prunus_pensylvanica_MA_07"
"PRUPEN07_HF_02","PRUPEN","7","HF","PRUPEN07_HF","CS0","15","08","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,21,1,"Prunus_pensylvanica","MA","07","Prunus_pensylvanica_MA_07"
"PRUPEN07_HF_03","PRUPEN","7","HF","PRUPEN07_HF","WS0","20","08","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,34,NA,18,1,"Prunus_pensylvanica","MA","07","Prunus_pensylvanica_MA_07"
"PRUPEN07_HF_04","PRUPEN","7","HF","PRUPEN07_HF","CL0","15","12","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,34,NA,20,1,"Prunus_pensylvanica","MA","07","Prunus_pensylvanica_MA_07"
"PRUPEN09_HF_01","PRUPEN","9","HF","PRUPEN09_HF","WL0","20","12","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,26,NA,18,1,"Prunus_pensylvanica","MA","09","Prunus_pensylvanica_MA_09"
"PRUPEN09_HF_02","PRUPEN","9","HF","PRUPEN09_HF","CS0","15","08","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,68,NA,13,1,"Prunus_pensylvanica","MA","09","Prunus_pensylvanica_MA_09"
"PRUPEN09_HF_03","PRUPEN","9","HF","PRUPEN09_HF","CL0","15","12","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,40,NA,32,1,"Prunus_pensylvanica","MA","09","Prunus_pensylvanica_MA_09"
"PRUPEN09_HF_04","PRUPEN","9","HF","PRUPEN09_HF","WS0","20","08","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,34,NA,27,1,"Prunus_pensylvanica","MA","09","Prunus_pensylvanica_MA_09"
"PRUPEN09_SH_01","PRUPEN","9","SH","PRUPEN09_SH","WS0","20","08","chill0","PRU",NA,NA,"0","0","","",1,-32,1,0,0,27,27,6,1,"Prunus_pensylvanica","QC","09","Prunus_pensylvanica_QC_09"
